target,prediction
-62.01219940185547,-128.98329162597656
-907.5575561523438,-906.168212890625
719.0382690429688,713.3863525390625
693.3527221679688,678.9307861328125
-832.6165771484375,-843.4087524414062
-541.1798706054688,-550.2083129882812
-987.4304809570312,-959.162353515625
-388.0680847167969,-393.69342041015625
575.9039916992188,567.9102783203125
-199.55430603027344,-192.384033203125
-665.7875366210938,-947.469482421875
339.05224609375,299.33544921875
-48.54646682739258,-60.80291748046875
-1034.000732421875,-1030.1263427734375
-711.446044921875,-730.8900146484375
1013.9104614257812,1015.4296875
-381.6643371582031,-347.88836669921875
78.31639099121094,94.62187957763672
1130.5299072265625,1122.39599609375
-78.97161102294922,-85.60435485839844
1125.616455078125,1066.58203125
572.9741821289062,554.937744140625
1137.295654296875,1047.8409423828125
1069.5814208984375,1073.4342041015625
-610.1190795898438,-610.9228515625
506.4609375,517.4150390625
-816.7423095703125,-867.33349609375
406.8755798339844,438.26336669921875
1.5199650526046753,-59.0062141418457
65.37088775634766,46.432861328125
65.12853240966797,96.73985290527344
-710.2923583984375,-857.9923706054688
-458.007568359375,-441.8116149902344
-667.49169921875,-657.3519287109375
863.8007202148438,858.5662231445312
-421.31268310546875,-378.9227600097656
348.0557861328125,379.64642333984375
879.5626831054688,874.5604248046875
1122.438720703125,1063.1568603515625
312.8941955566406,320.8915100097656
-1048.1011962890625,-1051.8717041015625
-194.37803649902344,-232.03744506835938
678.737060546875,670.657958984375
-1074.8050537109375,-1051.379150390625
-885.4326782226562,-850.0982666015625
-40.67210006713867,-74.55217742919922
38.42295455932617,-24.1470947265625
363.0909423828125,382.7406921386719
635.2349853515625,625.1859130859375
-845.8831787109375,-831.912841796875
1033.799560546875,1096.708251953125
-697.84033203125,-596.3931884765625
44.46697235107422,2.1476376056671143
480.0177001953125,462.9493713378906
762.3161010742188,688.859619140625
-385.7453918457031,-377.9913024902344
824.3099975585938,817.4566650390625
519.8308715820312,490.6771545410156
985.4844360351562,979.3327026367188
-489.9122314453125,-485.7141418457031
-874.6514282226562,-849.3596801757812
-430.2622985839844,-405.9775695800781
-1035.9005126953125,-980.67529296875
161.65748596191406,224.03292846679688
705.1754760742188,711.1959228515625
-102.7639389038086,-116.52649688720703
282.6377868652344,291.5196838378906
-1035.580810546875,-1035.7598876953125
1106.382080078125,1081.1798095703125
173.21728515625,649.9867553710938
970.5603637695312,946.842041015625
981.3884887695312,976.6618041992188
-688.0061645507812,-707.5382690429688
672.4813842773438,721.128662109375
-425.2059631347656,-401.0231628417969
-252.0249786376953,-285.9722900390625
167.46128845214844,166.34506225585938
983.6925659179688,969.9619140625
-709.3855590820312,-674.581298828125
446.8730773925781,422.6607971191406
704.5933227539062,670.9344482421875
-721.81884765625,-766.0375366210938
-948.594970703125,-922.70361328125
478.13104248046875,451.9078674316406
778.08203125,798.8621215820312
-642.584228515625,-624.0736083984375
302.25762939453125,252.83534240722656
-760.0955200195312,-738.333251953125
200.797607421875,211.9603729248047
-819.7330932617188,-787.7431640625
402.65521240234375,404.6352844238281
775.7860107421875,775.5391845703125
-27.50617790222168,-34.867576599121094
-902.0284423828125,-877.5772094726562
868.5192260742188,872.1243896484375
426.2103271484375,405.2315673828125
177.1107177734375,190.5433349609375
536.0180053710938,382.2409973144531
631.9336547851562,655.9610595703125
-840.5587768554688,-816.8134765625
733.9210815429688,759.6351318359375
321.4761047363281,298.5802307128906
-731.678466796875,-742.3247680664062
818.7193603515625,871.3263549804688
-1082.1318359375,-1046.9715576171875
-811.1436767578125,-759.8428955078125
-751.6624145507812,-728.4929809570312
-449.3247375488281,-449.6573181152344
-548.1541748046875,-555.1660766601562
161.4242706298828,156.9323272705078
508.609375,514.8070678710938
293.8280029296875,332.51788330078125
1093.3599853515625,1073.2259521484375
845.514892578125,845.6484375
-820.6939086914062,-791.2605590820312
-278.5736083984375,-273.0189514160156
580.5614624023438,535.1259155273438
-798.5696411132812,-678.2320556640625
240.44874572753906,235.99826049804688
-1091.7889404296875,-1013.4423828125
-782.3206787109375,-786.4266967773438
-923.8235473632812,-912.0167846679688
525.8406982421875,525.1868286132812
977.7178955078125,1033.999267578125
555.1139526367188,568.349365234375
1060.4041748046875,1000.706298828125
-596.1082763671875,-602.089599609375
328.6693115234375,266.4515075683594
-906.7922973632812,-853.819091796875
-535.2713012695312,-537.5496215820312
-4.9871134757995605,-14.02905559539795
189.5884552001953,156.61256408691406
1064.6788330078125,1008.5137329101562
-43.867183685302734,-65.96367645263672
-930.2423706054688,-916.7359008789062
106.82339477539062,91.45519256591797
674.4187622070312,675.0751953125
196.64013671875,102.84809112548828
115.25840759277344,17.938276290893555
-30.249149322509766,-26.608182907104492
622.104248046875,618.6787719726562
-229.652099609375,-202.39376831054688
566.556396484375,-74.38793182373047
-519.0888061523438,-533.8052978515625
432.9877014160156,254.7584228515625
683.3785400390625,690.3031005859375
-905.2074584960938,-892.9756469726562
-46.77031707763672,-55.10835266113281
-230.77810668945312,-200.45269775390625
614.22265625,596.9129638671875
-637.703125,-612.5626220703125
-266.7420349121094,-243.52432250976562
-1089.10107421875,-1103.1865234375
-470.5192565917969,-444.69842529296875
-81.81536865234375,-83.6279067993164
486.659912109375,488.4249267578125
611.638671875,627.0143432617188
214.30130004882812,241.74716186523438
645.9808349609375,646.078857421875
-574.5184326171875,-563.9814453125
117.60250091552734,331.2334899902344
483.8005065917969,459.5454406738281
-819.7933959960938,-768.7078247070312
-220.134765625,-240.27719116210938
890.355224609375,868.6714477539062
855.2198486328125,874.3027954101562
-246.88377380371094,-247.2661895751953
-163.17823791503906,-199.2086181640625
-914.3843994140625,-897.536865234375
-823.3734741210938,-798.9688110351562
306.1286926269531,324.4128112792969
-845.4263305664062,-809.7388305664062
-442.2469787597656,-427.7367248535156
528.844482421875,549.5970458984375
-1049.153564453125,-1004.851318359375
1083.326904296875,1085.3001708984375
-818.6136474609375,-835.71630859375
345.08148193359375,357.00640869140625
-970.6881713867188,-933.892578125
126.02515411376953,201.8682403564453
361.4608459472656,356.9302673339844
320.6883239746094,316.6178894042969
935.4270629882812,912.292236328125
396.16546630859375,328.81597900390625
984.210205078125,1037.1536865234375
-1121.3936767578125,-1141.7940673828125
139.1061248779297,162.13665771484375
-362.0902404785156,-288.56646728515625
-823.4276123046875,-860.5088500976562
1127.02490234375,1109.323974609375
592.65576171875,665.1944580078125
931.5909423828125,936.0773315429688
-555.7333984375,-590.552490234375
-774.603515625,-731.7929077148438
180.02647399902344,252.27395629882812
-139.92742919921875,-126.8347396850586
-1056.1383056640625,-1018.799560546875
-1116.233642578125,-1071.4305419921875
99.90533447265625,106.2953109741211
-352.1676025390625,-346.0283508300781
-312.5111389160156,-293.3182678222656
-783.9974365234375,-758.2567749023438
1038.359130859375,1042.533203125
55.59758377075195,40.335906982421875
-730.4616088867188,-709.3726196289062
-191.18231201171875,-157.83042907714844
444.9566650390625,438.9763488769531
-966.0065307617188,-933.1492919921875
470.3993225097656,460.35443115234375
621.9190063476562,605.5553588867188
-114.25984191894531,-85.01091766357422
-923.2191162109375,-888.1746826171875
-664.4862670898438,-670.3985595703125
486.40972900390625,435.7599792480469
-598.554443359375,-585.6719970703125
-663.49169921875,-667.47265625
446.76104736328125,472.6046142578125
-839.0275268554688,-822.7734375
1116.76904296875,1093.702392578125
-378.0393371582031,-617.3519897460938
-130.6566162109375,-146.9149169921875
-322.81146240234375,-311.97576904296875
-533.5256958007812,-376.503173828125
553.718017578125,516.1857299804688
1120.68408203125,860.23388671875
-245.29998779296875,-223.79946899414062
-197.035888671875,-224.1896209716797
-809.2494506835938,-771.2577514648438
590.2445068359375,-9.924870491027832
120.65864562988281,72.97649383544922
-980.48388671875,-967.375
1022.5087280273438,990.7637329101562
-315.0753479003906,-324.1817321777344
266.1205749511719,287.09271240234375
237.97744750976562,269.19366455078125
290.73248291015625,312.0527648925781
129.93011474609375,103.51812744140625
623.7157592773438,629.3013916015625
590.988525390625,543.1611328125
-840.5072021484375,-809.13232421875
-414.3486633300781,-389.2436218261719
-358.0401611328125,-350.49078369140625
-230.59645080566406,-235.25836181640625
4.10966157913208,146.01544189453125
-474.751708984375,-446.6043395996094
-779.7811279296875,-681.7478637695312
961.645751953125,1037.5225830078125
-705.6792602539062,-763.44580078125
-353.6402587890625,-340.8038635253906
368.04412841796875,321.4571838378906
362.89276123046875,352.8948059082031
207.7053680419922,218.35675048828125
-647.9577026367188,-612.813720703125
-103.4992904663086,58.005611419677734
813.7471923828125,809.4774169921875
-697.7536010742188,-738.027587890625
841.176025390625,911.2626953125
-63.283668518066406,-144.03456115722656
-967.7820434570312,-933.4490966796875
-49.74176025390625,-35.81145095825195
-788.3466796875,-763.8974609375
1004.813720703125,1009.2376708984375
1097.520751953125,1086.1319580078125
1111.460693359375,1101.7940673828125
-822.0767211914062,-815.3900146484375
-783.3685913085938,-809.820556640625
-672.854736328125,-672.0087890625
-862.5525512695312,-846.4445190429688
-172.55760192871094,-175.99093627929688
387.1854248046875,417.3844299316406
676.640869140625,682.713134765625
101.86675262451172,99.7829360961914
789.8651733398438,876.6909790039062
-493.3200988769531,-448.7602844238281
-297.81365966796875,-286.3027648925781
-388.11932373046875,-364.2449951171875
943.579833984375,895.728515625
-232.0292205810547,-241.87057495117188
6.809122562408447,-42.520835876464844
-147.035888671875,-160.96173095703125
875.1032104492188,804.7031860351562
-108.65956115722656,-149.07781982421875
-274.5943908691406,-267.8058776855469
-487.3101501464844,-479.4965515136719
346.9065856933594,418.0246276855469
-73.80152893066406,-79.1150131225586
-1083.2255859375,-1054.487548828125
681.3203125,673.9462890625
-310.6773986816406,-354.3971252441406
-525.2150268554688,-517.4876708984375
158.34779357910156,158.11111450195312
151.8421173095703,31.796512603759766
-624.1272583007812,-579.93798828125
-908.8324584960938,-863.8185424804688
-731.5800170898438,-735.6205444335938
380.49957275390625,398.3277282714844
-616.1671142578125,-586.0189208984375
-560.0841064453125,-537.3115844726562
1.6179922819137573,-25.148780822753906
-664.8756103515625,-666.4134521484375
648.0655517578125,648.636962890625
-114.62459564208984,-137.6213836669922
-191.0792236328125,9.98293399810791
-197.04856872558594,-289.7723693847656
-797.3328857421875,-574.5565185546875
732.6580200195312,721.6710205078125
-854.853759765625,-924.559814453125
399.24639892578125,388.9653625488281
-693.1105346679688,-629.3860473632812
409.07232666015625,436.5398864746094
734.9193725585938,707.41650390625
558.4873046875,536.188720703125
-1084.1126708984375,-1080.0172119140625
832.2405395507812,813.7227783203125
1085.9031982421875,1058.6717529296875
-100.70220184326172,-110.8875961303711
479.60784912109375,479.4091491699219
1066.43212890625,1075.3436279296875
1049.21533203125,1024.0196533203125
-92.48872375488281,-114.92121124267578
782.517822265625,761.14697265625
831.7615356445312,775.10791015625
470.9942321777344,465.6663513183594
596.7529296875,584.914794921875
-490.60321044921875,-526.25830078125
-225.72601318359375,-249.3666229248047
-1021.6744384765625,-964.4237060546875
1058.2261962890625,1103.7301025390625
-1118.554931640625,-1105.8031005859375
691.2625732421875,662.4121704101562
384.1845703125,410.7422790527344
790.4375610351562,789.28564453125
691.310302734375,687.611572265625
28.413236618041992,-21.45496940612793
26.138500213623047,10.75165843963623
219.99404907226562,210.37994384765625
617.1011962890625,591.2215576171875
-1066.4271240234375,-1047.208251953125
-256.7651062011719,-264.2970275878906
125.78471374511719,166.81619262695312
92.9815902709961,101.9010238647461
-292.400634765625,-412.79351806640625
795.6469116210938,773.1957397460938
170.23509216308594,176.23680114746094
28.688011169433594,37.51585006713867
-772.8313598632812,-836.4276123046875
557.97705078125,455.1778259277344
-666.7621459960938,-663.3388671875
-458.50384521484375,-442.4724426269531
576.443359375,593.124755859375
1049.358154296875,1037.834716796875
-562.8707275390625,-553.937255859375
525.5103149414062,518.3861083984375
-755.7803955078125,-724.52099609375
781.0314331054688,787.4085693359375
106.6646499633789,121.43814849853516
-749.9942626953125,-708.655029296875
1109.14306640625,1103.7979736328125
662.8418579101562,706.6123046875
157.42112731933594,102.52361297607422
-1049.2840576171875,-1000.9630737304688
-1108.454833984375,-1064.8765869140625
466.5546875,472.3006286621094
-327.8967590332031,-328.8991394042969
133.99008178710938,166.644775390625
1134.91162109375,1106.1964111328125
711.2411499023438,868.7399291992188
-964.503173828125,-935.94580078125
1095.3763427734375,1127.8790283203125
733.4601440429688,668.2142333984375
290.42864990234375,282.1835632324219
605.793212890625,606.2037963867188
924.90087890625,881.3275146484375
-349.3953552246094,-281.77935791015625
-530.6248168945312,-589.016845703125
-1035.6865234375,-1017.64208984375
-814.7530517578125,-833.85498046875
1091.6075439453125,1074.561279296875
-726.2139282226562,-699.8489990234375
-1082.2928466796875,-1055.6287841796875
735.0604248046875,724.47607421875
673.9296875,664.7900390625
-559.6471557617188,-555.9718627929688
394.2439880371094,392.029541015625
-211.16519165039062,-233.757080078125
-1092.036865234375,-1039.6156005859375
-733.2077026367188,-789.5758056640625
-34.726646423339844,-27.767131805419922
812.6450805664062,846.4208374023438
563.0473022460938,720.4130249023438
-530.4503784179688,-534.166015625
-65.40129089355469,-108.88542175292969
-1109.4215087890625,-1095.6356201171875
29.133708953857422,-41.12398910522461
786.7084350585938,730.9906616210938
444.8301086425781,458.2195129394531
-1145.477783203125,-1093.3350830078125
-1059.7330322265625,-1065.615478515625
808.2152099609375,766.2693481445312
-339.7889404296875,-379.9913024902344
140.9969024658203,162.18386840820312
186.19525146484375,204.986572265625
219.1768798828125,246.47256469726562
478.1590270996094,412.208251953125
-1014.875732421875,-982.3363037109375
597.294921875,543.2059326171875
-101.60922241210938,-130.15756225585938
259.8387145996094,259.1918640136719
236.06448364257812,241.9621124267578
712.0872192382812,720.8779296875
294.7104187011719,345.9045715332031
402.6820068359375,399.2171936035156
932.5519409179688,918.5789184570312
466.6698913574219,447.25189208984375
1005.090576171875,979.6298828125
-330.2284851074219,-76.30867767333984
-615.775390625,-586.7593383789062
-460.60064697265625,-473.3658142089844
908.2728271484375,919.2522583007812
331.8773193359375,309.9936828613281
-24.262096405029297,-52.5383415222168
478.40478515625,490.9148864746094
899.017578125,884.3211669921875
141.43133544921875,121.4946060180664
-563.9656372070312,-531.0821533203125
-287.09320068359375,-284.24456787109375
745.5354614257812,722.2781982421875
-254.5010528564453,-230.99386596679688
115.5242919921875,238.70574951171875
-879.283935546875,-860.0942993164062
-587.746337890625,-581.5626831054688
682.8646850585938,675.9932861328125
-280.2858581542969,-312.7950134277344
-897.6966552734375,-892.5826416015625
88.35003662109375,68.71775817871094
-132.85496520996094,-145.17330932617188
-1091.5653076171875,-1099.4158935546875
311.2383728027344,278.1448669433594
-855.4548950195312,-839.775390625
-322.71160888671875,-328.2829284667969
-604.7402954101562,-601.6436767578125
503.1062316894531,512.4864501953125
-342.25885009765625,-315.9172058105469
-989.221923828125,-996.8194580078125
-299.2479553222656,-293.7027893066406
-445.3938903808594,-424.9119567871094
-301.4776306152344,-341.7518005371094
334.219970703125,362.4465637207031
864.2487182617188,995.584228515625
101.02635192871094,95.3335952758789
1039.3270263671875,995.43701171875
11.312092781066895,-6.386551380157471
-425.2926940917969,-514.6455078125
501.1392517089844,491.0905456542969
-527.8662109375,-413.47686767578125
999.405029296875,1000.5216674804688
-705.8269653320312,-676.04150390625
2.436382532119751,-7.655806064605713
385.5760803222656,399.54779052734375
-937.7191162109375,-950.5457763671875
-144.1285858154297,-128.53024291992188
-1087.36962890625,-1101.7974853515625
1144.914794921875,1124.2943115234375
-962.2932739257812,-859.265869140625
-424.3017272949219,-449.4750671386719
-345.1253356933594,-392.4233703613281
944.5022583007812,941.3882446289062
-239.14764404296875,-243.08319091796875
304.16522216796875,300.4010314941406
407.5200500488281,432.6402893066406
-465.4124755859375,-459.0562438964844
-749.927978515625,-727.3001708984375
-747.877685546875,-748.4114990234375
747.4270629882812,722.029296875
-40.70970916748047,-49.36378860473633
526.0440063476562,525.0592041015625
103.10248565673828,127.15106964111328
-830.1691284179688,-814.2337036132812
848.010009765625,862.47900390625
724.6253051757812,726.34033203125
32.21452331542969,48.36363220214844
-38.295677185058594,-63.790794372558594
1025.896728515625,907.4523315429688
1034.3974609375,1048.3133544921875
-687.4518432617188,-704.1376953125
632.562255859375,660.764892578125
1107.7205810546875,876.61376953125
348.0817565917969,358.2690124511719
1084.1619873046875,1075.6112060546875
-79.50653839111328,-142.8657989501953
-1023.8306274414062,-995.1666870117188
-1089.4276123046875,-1065.4815673828125
557.1288452148438,532.7806396484375
-1022.2655639648438,-996.502685546875
987.4400634765625,1002.3546142578125
26.073070526123047,26.78799819946289
-950.41748046875,-913.3729858398438
-482.3030700683594,-569.59326171875
-13.803619384765625,-3.9780890941619873
555.0001220703125,544.2822265625
-282.9859924316406,-246.26324462890625
-890.4789428710938,-895.43505859375
-957.2166137695312,-928.78564453125
-464.2703552246094,-423.3224182128906
-453.0090637207031,-458.3919372558594
1050.8564453125,1029.7171630859375
-1138.7587890625,-1155.0792236328125
-4.844069480895996,-36.22661209106445
-832.6524658203125,-746.1202392578125
-238.20689392089844,-227.62155151367188
-232.15634155273438,-211.83953857421875
-481.0454406738281,-500.4728088378906
218.41851806640625,310.5755310058594
563.2410888671875,553.640869140625
-46.48197937011719,-89.75106811523438
945.5980834960938,954.774658203125
-784.6254272460938,-778.403076171875
-111.97563934326172,-123.8360824584961
281.838623046875,302.3047180175781
-411.681396484375,-323.7448425292969
-953.2365112304688,-959.7705078125
68.12461853027344,57.347713470458984
-887.8712158203125,-887.541748046875
-234.6016845703125,-325.3965759277344
-305.0359802246094,-152.5230712890625
572.4689331054688,635.509033203125
963.1427612304688,945.8411865234375
-649.49755859375,-615.0985107421875
589.0187377929688,540.0588989257812
-592.0875854492188,-570.5574951171875
-272.9716796875,-292.7727966308594
-870.8593139648438,-844.0161743164062
-500.2347106933594,-460.03338623046875
17.13886833190918,1.9348423480987549
-861.09423828125,-846.0155029296875
-469.12408447265625,-460.7225036621094
-572.6785888671875,-590.78271484375
-264.47198486328125,-295.9007873535156
299.6479797363281,294.23907470703125
457.2829895019531,448.751953125
988.6416015625,982.032470703125
664.2632446289062,659.8997802734375
-256.032470703125,-225.04397583007812
127.0771255493164,169.9251708984375
1074.3358154296875,1040.5941162109375
-866.687744140625,-814.4744873046875
831.750244140625,815.2289428710938
-95.28620910644531,-112.1630859375
-430.27996826171875,-437.614501953125
863.334228515625,852.87548828125
149.1838836669922,106.88424682617188
-99.77239227294922,-113.68301391601562
278.7198486328125,315.6995544433594
711.0572509765625,714.8712158203125
-317.2549133300781,-365.9601745605469
-9.266690254211426,-65.76178741455078
621.6156005859375,613.7970581054688
481.875732421875,481.9365539550781
488.0651550292969,479.8966369628906
